en_curid,name,numlangs,countryCode,countryCode3,countryName,continentName,birthyear,birthcity,gender,occupation,industry,domain,dataset,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
49195,"George Westinghouse",30,US,USA,"United States","North America",1846,Esperance,Male,INVENTOR,INVENTION,"SCIENCE & TECHNOLOGY",OGC,1281227,5.230946513,5683.852685,767334,513893,42707.56667,23.0386902
49240,"Patrice Lumumba",53,CD,COD,"Democratic Republic of Congo",Africa,1925,Katakokombe,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3196729,7.250322186,15591.55699,1613128,1583601,60315.64151,24.50275327
49241,"Gustav Holst",37,GB,GBR,"United Kingdom",Europe,1874,Cheltenham,Male,COMPOSER,MUSIC,ARTS,OGC,2139397,5.709729145,4409.456894,1156553,982844,57821.54054,24.61862737
49260,"Willy Brandt",69,DE,DEU,Germany,Europe,1913,"Lübeck",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,6124067,6.909440704,34759.07467,1117924,5006143,88754.5942,25.80997451
49274,"Tove Jansson",37,FI,FIN,Finland,Europe,1914,Helsinki,Female,WRITER,LANGUAGE,HUMANITIES,OGC,2021666,8.957246841,5242.342581,516353,1505313,54639.62162,25.02081317
49302,"Pope Eleuterus",60,GR,GRC,Greece,Europe,100,Nicopolis,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,440795,14.94506981,3549.893487,144589,296206,7346.583333,25.39334324
49304,"Henry Morton Stanley",47,GB,GBR,"United Kingdom",Europe,1841,Denbigh,Male,EXPLORER,EXPLORERS,EXPLORATION,OGC,1988005,6.792309266,8946.612308,1107174,880831,42297.97872,24.29463786
49367,"Laurent-Désiré Kabila",42,CD,COD,"Democratic Republic of the Congo",Africa,1939,Likasi,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1027859,8.731663086,4423.480088,433126,594733,24472.83333,23.47686042
49370,"Anthony Burgess",33,GB,GBR,"United Kingdom",Europe,1917,Harpurhey,Male,WRITER,LANGUAGE,HUMANITIES,OGC,2321596,5.223353946,4044.914079,1435496,886100,70351.39394,24.21259735
49407,"Pliny the Younger",49,IT,ITA,Italy,Europe,61,Como,Male,WRITER,LANGUAGE,HUMANITIES,OGC,2046422,8.806565173,5887.725174,799637,1246785,41763.71429,27.14307761
49435,"Axel Oxenstierna",27,SE,SWE,Sweden,Europe,1583,Uppsala,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,476981,8.73751077,1625.830335,143847,333134,17665.96296,23.9586506
49453,Seth,40,UNK,UNK,Unknown,Unknown,-3500,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,2197060,3.142373555,4457.05909,1674995,522065,54926.5,26.13743631
49514,"Henri Lebesgue",34,FR,FRA,France,Europe,1875,Rennes,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,377630,11.77082661,935.2628018,134537,243093,11106.76471,23.67162275
49522,"Anwar Sadat",73,EG,EGY,Egypt,Africa,1918,"Mit Abu al-Kum",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,5654603,10.69009501,50625.78673,1984107,3670496,77460.31507,25.49964022
49544,"Junichiro Koizumi",56,JP,JPN,Japan,Asia,1942,Yokosuka,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,5629510,2.794417133,40717.40224,838156,4791354,100526.9643,24.16262839
49549,"Katsura Taro",28,JP,JPN,Japan,Asia,1848,Hagi,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,798277,3.319953668,3231.394459,67217,731060,28509.89286,22.95044303
49562,"Nicolae Ceauşescu",62,RO,ROU,Romania,Europe,1918,"Scorniceşti",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,5402261,13.94183441,49430.2746,1144195,4258066,87133.24194,25.72862545
49584,"Stanley Baldwin",37,GB,GBR,"United Kingdom",Europe,1867,Bewdley,Male,BUSINESSPERSON,BUSINESS,"BUSINESS & LAW",OGC,1401546,4.529588301,7739.566572,971899,429647,37879.62162,22.60949985
49613,"Christina, Queen of Sweden",41,SE,SWE,Sweden,Europe,1626,Stockholm,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1269580,10.26574473,8715.363652,1395,1268185,30965.36585,25.09826474
49639,"Itō Hirobumi",47,JP,JPN,Japan,Asia,1841,"Yamaguchi Prefecture",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,4181594,2.924259517,19063.70882,316681,3864913,88970.08511,24.91776621
49644,"Jean Sibelius",66,FI,FIN,Finland,Europe,1865,"Hämeenlinna",Male,COMPOSER,MUSIC,ARTS,OGC,3382227,11.53597461,8937.673635,1180909,2201318,51245.86364,26.50376683
49645,"August Strindberg",60,SE,SWE,Sweden,Europe,1849,Stockholm,Male,WRITER,LANGUAGE,HUMANITIES,OGC,3491536,10.04997684,15502.69868,973119,2518417,58192.26667,25.96024878
49650,"Dan Aykroyd",39,CA,CAN,Canada,"North America",1952,Ottawa,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,9627044,4.299949153,32578.65023,6081663,3545381,246847.2821,23.29498362
49695,"Adrien-Marie Legendre",39,FR,FRA,France,Europe,1752,Paris,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,608162,11.26582477,2156.84393,230006,378156,15593.89744,24.30747968
49706,"Paul Newman",72,US,USA,"United States","North America",1925,"Shaker Heights",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,17471522,5.201155782,207571.1957,10636360,6835162,242660.0278,25.04904053
49720,"Robert Hooke",65,GB,GBR,"United Kingdom",Europe,1635,"Freshwater, Isle of Wight",Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,8134624,6.260751203,38564.68995,3130843,5003781,125148.0615,26.79039463
49731,"Alonzo Church",35,US,USA,"United States","North America",1903,"Washington, D.C.",Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,581412,7.922933286,1616.915814,310724,270688,16611.77143,23.13278456
49797,"Emil Nolde",34,DK,DNK,Denmark,Europe,1867,"Southern Jutland",Male,PAINTER,"FINE ARTS",ARTS,OGC,1540873,7.962081579,5206.748427,425635,1115238,45319.79412,24.53402441
49799,"Pope Clement I",72,IT,ITA,Italy,Europe,1,Rome,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,1640457,13.14935324,13554.74119,574899,1065558,22784.125,26.73858278
49802,"Pope Zephyrinus",58,IT,ITA,Italy,Europe,150,Rome,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,505406,15.60454173,4351.234636,172188,333218,8713.896552,25.43449953
49804,"Gary Becker",39,US,USA,"United States","North America",1930,Pottsville,Male,ECONOMIST,"SOCIAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1073283,7.220979039,3172.498207,562774,510509,27520.07692,23.51852743
49828,"Otto von Guericke",38,DE,DEU,Germany,Europe,1602,Magdeburg,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1677830,6.167986724,63539.66918,249955,1427875,44153.42105,22.96707985
49861,"Alexandra Feodorovna",34,DE,DEU,Germany,Europe,1872,Darmstadt,Female,WRITER,LANGUAGE,HUMANITIES,OGC,914741,9.519420339,6654.884409,6830,907911,26904.14706,23.71499556
49894,"Kenneth Arrow",39,US,USA,"United States","North America",1921,"New York City",Male,ECONOMIST,"SOCIAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,884504,7.770969018,2154.692278,464012,420492,22679.58974,23.66563122
49902,"Pope Leo XII",60,IT,ITA,Italy,Europe,1760,Genga,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,1006242,13.92636321,10909.02411,295322,710920,16770.7,24.44166162
49907,Caracalla,60,FR,FRA,France,Europe,188,Lugdunum,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2926569,12.87405089,12294.28145,946737,1979832,48776.15,27.76070689
49944,"Pierre-Joseph Proudhon",51,FR,FRA,France,Europe,1809,"Besançon",Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,2166450,11.02634625,7960.776112,579775,1586675,42479.41176,25.77512956
49945,"William Vickrey",29,CA,CAN,Canada,"North America",1914,Victoria,Male,ECONOMIST,"SOCIAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,258988,10.91066276,895.9518819,101324,157664,8930.62069,22.42992033
49955,"Jean-Marie Le Pen",42,FR,FRA,France,Europe,1928,"La Trinité-sur-Mer",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3603113,5.550829854,34590.52213,909338,2693775,85788.40476,23.83207428
49966,"Carlos Menem",43,AR,ARG,Argentina,"South America",1930,"Anillaco, La Rioja",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2269838,4.941167416,13379.83946,599898,1669940,52786.93023,23.73166828
50012,"Francis I of France",56,FR,FRA,France,Europe,1494,Cognac,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,5965458,5.816802893,38618.36347,1805076,4160382,106526.0357,26.30036238
50050,"Alfred Rosenberg",43,EE,EST,Estonia,Europe,1893,Tallinn,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3131569,10.07267004,17841.34816,1103729,2027840,72827.18605,24.9380576
50122,"Yuri Andropov",68,RU,RUS,Russia,Europe,1914,Stavropol,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3687803,10.85635827,8391.836298,1654991,2032812,54232.39706,26.25272824
50139,"Girolamo Savonarola",50,IT,ITA,Italy,Europe,1452,Ferrara,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,3402073,9.111647439,18532.74855,1298294,2103779,68041.46,26.18268558
50151,"Leonid Brezhnev",76,RU,RUS,Russia,Europe,1906,Dniprodzerzhynsk,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,7293899,11.58182711,24143.78071,3174230,4119669,95972.35526,26.81628804
50165,"Louis de Broglie",60,FR,FRA,France,Europe,1892,Dieppe,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,2236043,10.84380761,11018.50809,829189,1406854,37267.38333,25.13045747
50203,"William Harvey",60,GB,GBR,"United Kingdom",Europe,1578,Folkestone,Male,PHYSICIAN,MEDICINE,"SCIENCE & TECHNOLOGY",OGC,2886665,6.280784248,10227.32655,1596974,1289691,48111.08333,25.75031623
50206,"Fulgencio Batista",56,CU,CUB,Cuba,"North America",1901,"Banes, Cuba",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,5091349,7.17731607,15202.75711,2487555,2603794,90916.94643,25.70959001
50217,"Mehmed VI",51,TR,TUR,Turkey,Asia,1861,Constantinople,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1820326,12.0575792,12705.56873,642460,1177866,35692.66667,24.7127621
50226,"William Wilberforce",32,GB,GBR,"United Kingdom",Europe,1759,"Kingston upon Hull",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3197975,2.302957424,10134.79986,2716464,481511,99936.71875,22.85658866
50229,"Erich Raeder",44,DE,DEU,Germany,Europe,1876,Hamburg,Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,1852955,10.97818672,4281.193694,532623,1320332,42112.61364,25.61614868
50237,"Robert Boyle",69,GB,GBR,"United Kingdom",Europe,1627,Ireland,Male,CHEMIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,4517660,7.113042764,17030.94906,1934348,2583312,65473.33333,26.56089908
50331,"Gerhard Armauer Hansen",26,NO,NOR,Norway,Europe,1841,Bergen,Male,PHYSICIAN,MEDICINE,"SCIENCE & TECHNOLOGY",OGC,257089,10.38885484,959.9826218,95712,161377,9888.038462,22.61705733
50350,"Ella Fitzgerald",60,US,USA,"United States","North America",1917,"Newport News",Female,SINGER,MUSIC,ARTS,OGC,12017056,7.719374875,592878.8366,5990365,6026691,200284.2667,23.77469394
50371,"Patriarch Photios I of Constantinople",31,TR,TUR,Turkey,Asia,810,Constantinople,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,403226,10.55608242,2041.860904,125614,277612,13007.29032,24.44984911
50420,"Billie Holiday",51,US,USA,"United States","North America",1915,Philadelphia,Female,SINGER,MUSIC,ARTS,OGC,8577660,4.733975174,22697.61592,5642895,2934765,168189.4118,25.34407418
50422,"Bernardo Bertolucci",45,IT,ITA,Italy,Europe,1940,Parma,Male,"FILM DIRECTOR","FILM AND THEATRE",ARTS,OGC,3216397,9.044139143,15523.1978,1067717,2148680,71475.48889,24.74107138
50444,"Zhou Enlai",49,CN,CHN,China,Asia,1898,"Huai'an",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,7755685,4.471501933,411802.8685,1411254,6344431,158279.2857,23.13434818
50450,"Wilhelm II",80,DE,DEU,Germany,Europe,1859,Berlin,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3204600,15.27347164,11456.08254,15464,3189136,40057.5,27.07395356
50504,"Ike Turner",31,US,USA,"United States","North America",1931,Clarksdale,Male,MUSICIAN,MUSIC,ARTS,OGC,3686753,3.372707639,15303.16162,2668876,1017877,118927.5161,22.86948456
50526,"Robert Walpole",50,GB,GBR,"United Kingdom",Europe,1676,Norfolk,Male,"PUBLIC WORKER",GOVERNMENT,INSTITUTIONS,OGC,1374877,5.778224614,3933.10904,865642,509235,27497.54,24.58510996
50534,"Caroline of Ansbach",26,DE,DEU,Germany,Europe,1683,Ansbach,Female,COMPANION,COMPANIONS,"PUBLIC FIGURE",OGC,708820,5.367585221,6330.591907,429583,279237,27262.30769,22.10299369
50552,"James V of Scotland",38,GB,GBR,"United Kingdom",Europe,1512,"Linlithgow Palace",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1479066,3.630718914,4625.875292,1078135,400931,38922.78947,23.80372922
50556,"James IV of Scotland",35,GB,GBR,"United Kingdom",Europe,1473,"Stirling Castle",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1039604,3.083933311,3691.917914,802512,237092,29702.97143,22.95994817
50614,"Pope Leo XIII",67,IT,ITA,Italy,Europe,1810,"Carpineto Romano",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,3234869,11.01547113,31107.26389,1049250,2185619,48281.62687,25.40170721
50678,"Matthias Jakob Schleiden",35,DE,DEU,Germany,Europe,1804,Hamburg,Male,BIOLOGIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1632862,3.728003885,11673.57974,627183,1005679,46653.2,23.21016938
50714,"Sinclair Lewis",61,US,USA,"United States","North America",1885,"Sauk Centre",Male,WRITER,LANGUAGE,HUMANITIES,OGC,1972393,4.541749789,5696.541949,1425423,546970,32334.31148,23.90681282
50722,"Sully Prudhomme",70,FR,FRA,France,Europe,1839,Paris,Male,WRITER,LANGUAGE,HUMANITIES,OGC,897814,23.35214577,3401.398206,145050,752764,12825.91429,25.95127313
50745,"Paul Simon",38,US,USA,"United States","North America",1941,Newark,Male,MUSICIAN,MUSIC,ARTS,OGC,8438193,3.65879062,29025.80014,5952990,2485203,222057.7105,24.14121848
50758,"Carmen Miranda",28,PT,PRT,Portugal,Europe,1909,"Marco de Canaveses",Female,SINGER,MUSIC,ARTS,OGC,2777823,3.75737189,13162.81766,1429605,1348218,99207.96429,23.19579907
50835,"Egon Schiele",46,AT,AUT,Austria,Europe,1890,Tulln,Male,PAINTER,"FINE ARTS",ARTS,OGC,4306859,9.703259688,14151.67256,1615276,2691583,93627.36957,25.81946579
50851,"Gregory of Tours",35,FR,FRA,France,Europe,538,Auvergne,Male,WRITER,LANGUAGE,HUMANITIES,OGC,743707,9.487315824,2391.653635,241383,502324,21248.77143,25.65855002
50908,"Roger Ebert",33,US,USA,"United States","North America",1942,Urbana,Male,CRITIC,LANGUAGE,HUMANITIES,OGC,9066226,1.635286325,171481.2913,8310512,755714,274734.1212,20.28978838
50918,"William Carlos Williams",26,US,USA,"United States","North America",1883,Rutherford,Male,WRITER,LANGUAGE,HUMANITIES,OGC,1487942,2.209582481,5171.790484,1265074,222868,57228.53846,21.26168313
50920,"Seamus Heaney",59,GB,GBR,"United Kingdom",Europe,1939,Castledawson,Male,WRITER,LANGUAGE,HUMANITIES,OGC,2511998,3.675400522,31061.46023,1919673,592325,42576.23729,21.89193677
50960,"Joan Baez",55,US,USA,"United States","North America",1941,"Staten Island",Female,SINGER,MUSIC,ARTS,OGC,7258483,5.337507741,25401.38255,4227887,3030596,131972.4182,25.06978078
51012,"Charles K. Kao",37,CN,CHN,China,Asia,1933,Shanghai,Male,INVENTOR,INVENTION,"SCIENCE & TECHNOLOGY",OGC,950359,5.71420753,22296.81829,483676,466683,25685.37838,21.04397279
51074,"Peter Kropotkin",58,RU,RUS,Russia,Europe,1842,Moscow,Male,BIOLOGIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1932390,10.90257416,6952.169869,726949,1205441,33317.06897,25.51151714
51083,"Mikael Agricola",35,FI,FIN,Finland,Europe,1510,"Pernå",Male,WRITER,LANGUAGE,HUMANITIES,OGC,507800,6.429787006,3558.995911,101378,406422,14508.57143,23.50258717
51097,"Kurt Weill",39,DE,DEU,Germany,Europe,1900,Dessau,Male,COMPOSER,MUSIC,ARTS,OGC,1699066,7.39047142,4378.83355,770605,928461,43565.79487,24.49951178
51109,"Charles VII, Holy Roman Emperor",40,BE,BEL,Belgium,Europe,1697,Brussels,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,285913,12.85006187,1365.376734,17791,268122,7147.825,23.9609069
51182,"Jean le Rond d'Alembert",49,FR,FRA,France,Europe,1717,Paris,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,1453471,11.7918147,10266.52992,329411,1124060,29662.67347,25.07256486
51189,"Julius Nepos",50,UNK,,Unknown,,430,"",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,900822,12.3230422,2347.527019,333160,567662,18016.44,26.6602772
51250,"Wojciech Jaruzelski",51,PL,POL,Poland,Europe,1923,"Kurów",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2828380,5.009656577,19607.82709,461031,2367349,55458.43137,24.16126531
51255,"Charles de Gaulle",107,FR,FRA,France,Europe,1890,Lille,Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,14688101,9.766124867,56618.84633,4903461,9784640,137271.972,27.80111517
51271,"Louis XVI of France",74,FR,FRA,France,Europe,1754,Versailles,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,14510221,9.181256322,63353.18131,5571428,8938793,196084.0676,27.69276175
51298,"Aaron Copland",39,US,USA,"United States","North America",1900,Brooklyn,Male,COMPOSER,MUSIC,ARTS,OGC,2707719,3.646239624,7558.343879,1976665,731054,69428.69231,23.47413377
51301,"Pope Pontian",55,UNK,,Unknown,,200,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,571977,15.47453396,7911.773424,155255,416722,10399.58182,25.10286581
51307,"Miklós Horthy",39,HU,HUN,Hungary,Europe,1868,Kenderes,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2066264,9.343086882,8761.270848,546209,1520055,52981.12821,24.9089003
51333,"Miloš Forman",46,CZ,CZE,"Czech Republic",Europe,1932,"Čáslav",Male,"FILM DIRECTOR","FILM AND THEATRE",ARTS,OGC,2502920,10.24973217,12664.17839,978702,1524218,54411.30435,24.57257982
51335,"Amartya Sen",55,IN,IND,India,Asia,1933,Santiniketan,Male,ECONOMIST,"SOCIAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,4651104,5.776328555,19924.64212,2716267,1934837,84565.52727,24.57383567
51418,"Nikos Kazantzakis",36,GR,GRC,Greece,Europe,1883,Heraklion,Male,WRITER,LANGUAGE,HUMANITIES,OGC,1885493,9.031331507,7434.051334,623510,1261983,52374.80556,24.60280501
51456,"Mohammed Daoud Khan",27,AF,AFG,Afghanistan,Asia,1909,Kabul,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,687687,6.556915399,3055.417243,374461,313226,25469.88889,22.32100877
51465,"Molière",106,FR,FRA,France,Europe,1622,Paris,Male,WRITER,LANGUAGE,HUMANITIES,OGC,17239276,7.761412679,87261.22647,2052288,15186988,162634.6792,28.56343863
51487,"Salvador Allende",71,CL,CHL,Chile,"South America",1908,"Valparaíso",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,7470018,7.884945022,39603.05083,1969538,5500480,105211.5211,26.16818422
51584,"Eva Perón",73,AR,ARG,Argentina,"South America",1919,"Los Toldos",Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,11272900,7.020001952,56450.14172,4666210,6606690,154423.2877,26.24024367
51608,"Robert Fisk",31,GB,GBR,"United Kingdom",Europe,1946,Maidstone,Male,WRITER,LANGUAGE,HUMANITIES,OGC,931449,3.066446409,3766.549522,711978,219471,30046.74194,20.69187111
51624,"Thomas Young",46,GB,GBR,"United Kingdom",Europe,1773,Milverton,Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,989157,11.58469621,2781.647211,37179,951978,21503.41304,25.59521251
51626,"Pelayo of Asturias",30,UNK,UNK,Unknown,Unknown,690,"",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,965248,4.90573212,2939.398201,125842,839406,32174.93333,25.33436425
51684,"Thornton Wilder",29,US,USA,"United States","North America",1897,Madison,Male,WRITER,LANGUAGE,HUMANITIES,OGC,964798,3.999962579,2536.903279,658535,306263,33268.89655,22.4790793
51695,"Franz Joseph I of Austria",53,AT,AUT,Austria,Europe,1830,Vienna,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,6287144,13.31862132,38472.60885,1834710,4452434,118625.3585,26.445916
51696,"Fabien Barthez",38,FR,FRA,France,Europe,1971,Lavelanet,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,3240776,8.357853272,15384.14567,1237630,2003146,85283.57895,20.04074047
51725,"Melinda Gates",27,US,USA,"United States","North America",1964,Dallas,Female,BUSINESSPERSON,BUSINESS,"BUSINESS & LAW",OGC,3991284,3.617333695,16438.19464,2867777,1123507,147825.3333,19.53648917
51749,"Marco van Basten",52,NL,NLD,Netherlands,Europe,1964,Utrecht,Male,COACH,"TEAM SPORTS",SPORTS,OGC,6051077,11.58585515,39440.55945,1750430,4300647,116366.8654,22.23919036
51775,"Sidney Altman",34,CA,CAN,Canada,"North America",1939,Montreal,Male,CHEMIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,321246,10.7541838,1049.740891,126099,195147,9448.411765,22.63488818
51792,"James Gosling",31,CA,CAN,Canada,"North America",1955,Calgary,Male,"COMPUTER SCIENTIST","COMPUTER SCIENCE","SCIENCE & TECHNOLOGY",OGC,1365710,3.89787872,7125.724226,984477,381233,44055.16129,19.83934272
51799,"Meg Ryan",49,US,USA,"United States","North America",1961,Fairfield,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,14715655,5.871109916,65867.76447,8286281,6429374,300319.4898,22.74939491
51800,"Terry Jones",30,GB,GBR,"United Kingdom",Europe,1942,"Colwyn Bay",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,2714301,3.214831951,21969.00075,2033752,680549,90476.7,21.61449235
51825,"Sun Tzu",81,CN,CHN,China,Asia,-544,Qi,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,OGC,6622800,8.864259531,19550.38115,3319216,3303584,81762.96296,28.7957259
51828,"Pope Dionysius",57,GR,GRC,Greece,Europe,200,Greece,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,310465,10.27827508,2267.417428,144139,166326,5446.754386,24.44963389
51831,Valerian,47,UNK,UNK,Unknown,Unknown,200,"",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,771977,16.39299799,2206.899447,39309,732668,16425.04255,27.14423152
51845,"Ritchie Valens",26,US,USA,"United States","North America",1941,"Los Angeles",Male,MUSICIAN,MUSIC,ARTS,OGC,7074830,4.098633218,32470.27655,4470105,2604725,272108.8462,23.63385773
51879,"Gamal Abdel Nasser",76,EG,EGY,Egypt,Africa,1918,Alexandria,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,6909013,8.711542274,54461.40262,2754649,4154364,90908.06579,25.5864036
51884,"Hosni Mubarak",96,EG,EGY,Egypt,Africa,1928,"Al Minufiyah",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,11679871,7.729865945,350618.5862,5842329,5837542,121665.3229,24.62321266
51905,"Henry Mancini",38,US,USA,"United States","North America",1924,Cleveland,Male,COMPOSER,MUSIC,ARTS,OGC,2365056,6.274893011,5490.221221,1245772,1119284,62238.31579,24.42913137
51929,"Pope Fabian",57,IT,ITA,Italy,Europe,200,Rome,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,506090,11.95730625,4960.728813,208533,297557,8878.77193,24.88833218
52023,"Farouk of Egypt",36,EG,EGY,Egypt,Africa,1920,Alexandria,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2135915,8.247337256,16349.76322,791345,1344570,59330.97222,23.67034442
52042,"Eric Idle",34,GB,GBR,"United Kingdom",Europe,1943,"South Shields",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,3880464,3.980747543,33095.60336,2658618,1221846,114131.2941,22.4759885
52051,"Joseph Louis Gay-Lussac",49,FR,FRA,France,Europe,1778,"Saint-Léonard-de-Noblat",Male,CHEMIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1576996,9.21273923,5419.515777,366045,1210951,32183.59184,25.45418702
52056,"Jonathan Edwards",31,GB,GBR,"United Kingdom",Europe,1966,London,Male,ATHLETE,"INDIVIDUAL SPORTS",SPORTS,OGC,172049,4.598149905,2736.242744,40397,131652,5549.967742,16.10366621
52110,"John C. Calhoun",35,US,USA,"United States","North America",1782,Abbeville,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,2970059,1.714922488,14092.65867,2713204,256855,84858.82857,21.55087445
52116,"Bessie Smith",33,US,USA,"United States","North America",1894,Chattanooga,Female,SINGER,MUSIC,ARTS,OGC,2369635,3.991184894,9382.777086,1643496,726139,71807.12121,23.07845064
52121,Strabo,67,TR,TUR,Turkey,Asia,-64,Amasya,Male,GEOGRAPHER,"SOCIAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,2234878,14.18255574,6228.220807,698837,1536041,33356.38806,28.21775209
52139,"Audrey Hepburn",80,BE,BEL,Belgium,Europe,1929,Ixelles-Elsene,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,34983096,6.828489093,168482.5772,18744207,16238889,437288.7,27.16133005
52201,"Jean Racine",58,FR,FRA,France,Europe,1639,"La Ferté-Milon",Male,WRITER,LANGUAGE,HUMANITIES,OGC,3805796,6.11650283,15832.48248,528543,3277253,65617.17241,26.35294752
52246,"Alfred Jodl",47,DE,DEU,Germany,Europe,1890,"Würzburg",Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,3083708,9.738297705,9091.437173,1152916,1930792,65610.80851,25.62080095
52260,"John Carpenter",32,US,USA,"United States","North America",1948,Carthage,Male,"FILM DIRECTOR","FILM AND THEATRE",ARTS,OGC,6189077,5.472552775,23604.62963,3193887,2995190,193408.6563,23.66732978
