en_curid,name,numlangs,countryCode,countryCode3,countryName,continentName,birthyear,birthcity,gender,occupation,industry,domain,dataset,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
7804683,"Jan Mucha",28,SK,SVK,Slovakia,Europe,1982,"Belá nad Cirochou",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,477734,4.407978445,4715.96174,257843,219891,17061.92857,14.36361263
7814042,"Dos Caras Jr.",29,MX,MEX,Mexico,"North America",1977,"San Luis Potosí",Male,WRESTLER,"INDIVIDUAL SPORTS",SPORTS,OGC,3944659,2.720160373,58809.46469,3021207,923452,136022.7241,15.76082928
7815735,"Eljero Elia",36,NL,NLD,Netherlands,Europe,1987,Voorburg,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2437720,7.375639037,30199.1102,1012064,1425656,67714.44444,15.93068955
7819452,"Royston Drenthe",30,NL,NLD,Netherlands,Europe,1987,Rotterdam,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,3577711,7.256947666,28441.25648,1577260,2000451,119257.0333,16.51451706
7819615,"Luis Suárez",50,UY,URY,Uruguay,"South America",1987,Salto,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,6937586,9.713842668,101366.5568,2453064,4484522,138751.72,17.51552281
7829224,"Yousaf Raza Gillani",45,PK,PAK,Pakistan,Asia,1952,Karachi,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1064999,3.462250192,13394.33457,826072,238927,23666.64444,19.21138014
7837276,"Kazuki Nakajima",35,JP,JPN,Japan,Asia,1985,"Aichi Prefecture",Male,"RACECAR DRIVER","INDIVIDUAL SPORTS",SPORTS,OGC,1043658,5.841836385,6726.716658,239541,804117,29818.8,16.08930463
7837715,"Almaz Atambayev",35,KG,KGZ,Kyrgyzstan,Asia,1956,Arashan,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,259621,9.020419151,3270.821425,118188,141433,7417.742857,18.771238
7849116,"Erik Mongrain",31,CA,CAN,Canada,"North America",1980,Montreal,Male,COMPOSER,MUSIC,ARTS,OGC,264247,11.59023098,777.0283879,98916,165331,8524.096774,16.68883392
7872968,"Jeffrén Suárez",29,ES,ESP,Spain,Europe,1988,Venezuela,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2190090,6.72440512,26164.7471,922893,1267197,75520.34483,15.36933272
7904134,"Salvatore Sirigu",27,IT,ITA,Italy,Europe,1987,Nuoro,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1516280,6.208165972,20218.65751,505233,1011047,56158.51852,15.05344825
7907317,"Mahmoud Ahmadinejad",91,IR,IRN,Iran,Asia,1956,Aradan,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,10878971,7.657289922,86875.99286,5801500,5077471,119549.1319,23.59958273
7934578,"Thiago Emiliano da Silva",35,BR,BRA,Brazil,"South America",1984,"Rio de Janeiro",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,3587999,10.07975734,57534.27829,1436,3586563,102514.2571,17.38673272
7955693,"Archduke Franz Ferdinand of Austria",70,AT,AUT,Austria,Europe,1863,Graz,Male,NOBLEMAN,GOVERNMENT,INSTITUTIONS,OGC,7902362,7.184189836,31474.29606,4272666,3629696,112890.8857,26.18852645
7955806,Matisyahu,27,US,USA,"United States","North America",1979,"West Chester",Male,MUSICIAN,MUSIC,ARTS,OGC,5749922,3.685761097,30352.67068,3971956,1777966,212960.0741,17.3595597
7963342,"Jigoro Kano",39,JP,JPN,Japan,Asia,1860,"Hyogo Prefecture",Male,"MARTIAL ARTS","INDIVIDUAL SPORTS",SPORTS,OGC,1424816,8.020776051,7947.445787,184133,1240683,36533.74359,24.31774459
7963394,Baibars,32,UA,UKR,Ukraine,Europe,1223,Crimea,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1363419,9.117438901,7943.993366,389629,973790,42606.84375,25.1463988
7963444,"Steven Chu",47,US,USA,"United States","North America",1948,"St. Louis",Male,PHYSICIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,1940638,3.949791048,23877.079,1405027,535611,41290.17021,20.83305889
7977772,"Dilma Rousseff",74,BR,BRA,Brazil,"South America",1947,"Belo Horizonte",Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,7744700,5.207525311,118713.6878,1892209,5852491,104658.1081,23.88869957
7999409,"Funakoshi Gichin",35,JP,JPN,Japan,Asia,1868,Shuri,Male,"MARTIAL ARTS","INDIVIDUAL SPORTS",SPORTS,OGC,980569,10.10782927,3118.825596,337115,643454,28016.25714,24.3072291
7999675,"Juan Manuel Mata",50,ES,ESP,Spain,Europe,1988,"Villafranca Montes de Oca",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,5146878,6.640435081,76410.77037,2707758,2439120,102937.56,16.33906085
8000182,"Esteban Granero",40,ES,ESP,Spain,Europe,1987,Madrid,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2491213,7.506057374,24320.43275,1105331,1385882,62280.325,16.26348474
8009370,"Alexander Litvinenko",49,RU,RUS,Russia,Europe,1962,Voronezh,Male,WRITER,LANGUAGE,HUMANITIES,OGC,2786838,6.928290899,18608.87659,1549232,1237606,56874.2449,20.71040792
8015338,"Milan Jovanović",31,RS,SRB,Serbia,Europe,1981,"Bajina Bašta",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,255723,7.337577735,3222.264246,7724,247999,8249.129032,15.01694896
8020136,"Nestor Carbonell",27,US,USA,"United States","North America",1967,"New York City",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,2646821,3.743252027,17342.22669,1794072,852749,98030.40741,18.35652578
8021453,"Alexandre Rodrigues da Silva",46,BR,BRA,Brazil,"South America",1989,"Pato Branco",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,10376487,8.340212087,63314.05809,4123265,6253222,225575.8043,18.14191428
8083963,"Emiliano Insua",27,AR,ARG,Argentina,"South America",1989,"Buenos Aires",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1871202,5.907542687,17885.13362,970651,900551,69303.77778,14.8775819
8093233,"Rick Riordan",29,US,USA,"United States","North America",1964,"San Antonio",Male,WRITER,LANGUAGE,HUMANITIES,OGC,3825118,4.603899335,32740.79868,2443064,1382054,131900.6207,19.32469224
8096489,"Nick Vujicic",28,AU,AUS,Australia,Oceania,1982,Brisbane,Male,PRESENTER,"MEDIA PERSONALITY","PUBLIC FIGURE",OGC,5755067,4.934535121,78629.04808,3141191,2613876,205538.1071,16.62690594
8098481,"Ezequiel Iván Lavezzi",32,AR,ARG,Argentina,"South America",1985,"Villa Gobernador Gálvez",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,5307778,6.856445946,59102.90108,1717235,3590543,165868.0625,17.10939903
8104201,"Christoph Waltz",41,AT,AUT,Austria,Europe,1956,Vienna,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,13726882,4.842474924,287497.3398,7036964,6689918,334802.0,21.65564398
8122677,"Massoud Barzani",26,IR,IRN,Iran,Asia,1946,Mahabad,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,790574,8.396222649,7175.201127,267453,523121,30406.69231,21.58338205
8127358,"Filipp Kirkorov",28,BG,BGR,Bulgaria,Europe,1967,Varna,Male,SINGER,MUSIC,ARTS,OGC,544247,4.644526444,4763.51293,326980,217267,19437.39286,16.95173743
8127963,"Alexander Rybak",56,BY,BLR,Belarus,Europe,1986,Minsk,Male,SINGER,MUSIC,ARTS,OGC,4771038,11.69633974,131337.0553,1575486,3195552,85197.10714,17.01237074
8135890,"Miley Cyrus",72,US,USA,"United States","North America",1992,Nashville,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,91947733,6.703493592,372942.097,48648525,43299208,1277051.847,20.18998484
8145410,"Charles Darwin",148,GB,GBR,"United Kingdom",Europe,1809,Shrewsbury,Male,BIOLOGIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,49582198,9.597596014,306246.8567,17217211,32364987,335014.8514,29.19785486
8147440,"Carol W. Greider",41,US,USA,"United States","North America",1961,Davis,Female,BIOLOGIST,"NATURAL SCIENCES","SCIENCE & TECHNOLOGY",OGC,356716,9.927188238,7820.830193,178516,178200,8700.390244,17.92178554
8149566,"Brendan Rodgers",26,GB,GBR,"United Kingdom",Europe,1973,Carnlough,Male,COACH,"TEAM SPORTS",SPORTS,OGC,1972368,2.40282803,40156.51888,1660381,311987,75860.30769,14.77824871
8150466,"Jonás Gutiérrez",32,AR,ARG,Argentina,"South America",1983,"Sáenz Peña, Buenos Aires",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1049327,4.062049438,7066.920342,718580,330747,32791.46875,15.03950551
8161655,"Saint Patrick",51,GB,GBR,"United Kingdom",Europe,390,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,9431194,4.452974873,216325.0026,6349622,3081572,184925.3725,25.19690202
8163836,"Avraam Papadopoulos",29,AU,AUS,Australia,Oceania,1984,Melbourne,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,371932,5.56659134,5465.196078,217423,154509,12825.24138,13.54757892
8215839,"Katlego Mphela",28,ZA,ZAF,"South Africa",Africa,1984,Brits,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,342048,5.454056527,4607.812228,208902,133146,12216.0,13.43014513
8233758,"Theodor Herzl",56,HU,HUN,Hungary,Europe,1860,Budapest,Male,WRITER,LANGUAGE,HUMANITIES,OGC,3753976,9.294888685,18278.76614,1262613,2491363,67035.28571,25.6600154
8234102,"Gregor Schlierenzauer",27,AT,AUT,Austria,Europe,1990,Innsbruck,Male,SKIER,"INDIVIDUAL SPORTS",SPORTS,OGC,1674154,5.319016057,28832.74773,183706,1490448,62005.7037,14.51409308
8239761,"Amy Lee",46,US,USA,"United States","North America",1981,Riverside,Female,MUSICIAN,MUSIC,ARTS,OGC,11184474,5.484052684,34829.26029,6295475,4888999,243140.7391,19.49957035
8239846,"Bob Marley",91,JM,JAM,Jamaica,"North America",1945,"Nine Mile",Male,MUSICIAN,MUSIC,ARTS,OGC,60597640,8.385502474,282620.4251,25535582,35062058,665908.1319,27.85925146
8269381,"Wiz Khalifa",32,US,USA,"United States","North America",1987,Minot,Male,SINGER,MUSIC,ARTS,OGC,23292706,2.796571798,273277.5755,18162029,5130677,727897.0625,16.17812535
8280595,"Diego Pérez",27,UY,URY,Uruguay,"South America",1980,Montevideo,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,208201,3.928963835,3855.653093,2847,205354,7711.148148,13.84548341
8285608,Melchizedek,32,UNK,UNK,Unknown,Unknown,-3500,"",Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,2804742,6.132916594,12413.26,1473926,1330816,87648.1875,26.73865558
8295662,"Zé Roberto",30,BR,BRA,Brazil,"South America",1974,Ipiranga,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2179652,10.01053306,10089.18561,536946,1642706,72655.06667,19.32961062
8298153,"Álvaro Negredo Sánchez",31,ES,ESP,Spain,Europe,1985,Madrid,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2824944,5.83292082,45434.6069,1440422,1384522,91127.22581,15.59535167
8322947,"Hope Solo",27,US,USA,"United States","North America",1981,Richland,Female,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,6244665,2.668800454,264790.4242,4844577,1400088,231283.8889,14.38481819
8332209,"Nicos Anastasiades",26,CY,CYP,Cyprus,Asia,1946,Cyprus,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,242751,4.06739552,9591.826491,142715,100036,9336.576923,17.73331676
8372277,"Oscar Cardozo",28,PY,PRY,Paraguay,"South America",1983,"Juan Eulogio Estigarribia",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2302376,7.06641883,41103.69106,864068,1438308,82227.71429,15.95462876
8385441,"Daniel Jarque",32,ES,ESP,Spain,Europe,1983,Barcelona,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1589244,8.163829131,53723.02195,640441,948803,49663.875,15.17807124
8394247,"Mario Barwuah Balotelli",58,IT,ITA,Italy,Europe,1990,Palermo,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,22532081,8.967855659,569725.7673,8685545,13846536,388484.1552,17.64600466
8394551,"Jaden Smith",33,US,USA,"United States","North America",1998,Malibu,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,20652639,4.86820609,226476.4592,12232764,8419875,625837.5455,15.35793231
8401973,"Desmond Tutu",69,ZA,ZAF,"South Africa",Africa,1931,Klerksdorp,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,6333888,4.262072077,91109.00344,4516123,1817765,91795.47826,23.24070303
8418427,"Alexandros Tzorvas",26,GR,GRC,Greece,Europe,1982,Athens,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,463683,6.421586401,5653.084857,206175,257508,17833.96154,14.612571
8418557,"Hrant Dink",34,TR,TUR,Turkey,Asia,1954,Malatya,Male,"SOCIAL ACTIVIST",ACTIVISM,"PUBLIC FIGURE",OGC,933526,7.12281734,12742.19911,250321,683205,27456.64706,20.3114905
8433953,"Antonio Nocerino",38,IT,ITA,Italy,Europe,1985,Naples,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1806275,6.73797163,29216.62246,605574,1200701,47533.55263,15.79505673
8457942,"John Dee",36,GB,GBR,"United Kingdom",Europe,1527,London,Male,MATHEMATICIAN,MATH,"SCIENCE & TECHNOLOGY",OGC,1899270,6.645808452,7837.69993,997189,902081,52757.5,24.86598448
8481340,"Simone Pepe",34,IT,ITA,Italy,Europe,1983,"Albano Laziale",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1633543,6.199678117,18999.40113,512811,1120732,48045.38235,16.19694306
8484783,"Abu Musab al-Zarqawi",44,JO,JOR,Jordan,Asia,1966,Amman,Male,WRITER,LANGUAGE,HUMANITIES,OGC,1942203,5.673771133,14907.36065,1208584,733619,44140.97727,19.11042583
8487337,"Pablo Hernández Domínguez",26,ES,ESP,Spain,Europe,1985,"Castellón de la Plana",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,906523,5.573034038,9255.992036,499197,407326,34866.26923,14.6047619
8490390,"Lindsay Lohan",66,US,USA,"United States","North America",1986,"New York City",Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,40252855,6.207531287,128037.1199,21306837,18946018,609891.7424,20.48105884
8517639,"Mats Hummels",35,DE,DEU,Germany,Europe,1988,"Bergisch Gladbach",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,3568347,7.276626295,74153.80619,1248749,2319598,101952.7714,15.68732674
8544556,"Gurbanguly Berdimuhammedow",47,TM,TKM,Turkmenistan,Asia,1957,Geok-Tepe,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,820292,9.206228448,8131.184455,386056,434236,17453.02128,20.29233642
8561338,"Vasilis Torosidis",36,GR,GRC,Greece,Europe,1985,Xanthi,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,678342,6.18849384,11824.79772,333163,345179,18842.83333,14.33449318
8572928,"Ai Weiwei",32,CN,CHN,China,Asia,1957,Beijing,Male,ARTIST,"FINE ARTS",ARTS,OGC,4200039,5.155133777,83276.33097,1999144,2200895,131251.2188,20.25779969
8604960,"Yi So-yeon",30,KR,KOR,"South Korea",Asia,1978,Gwangju,Female,ASTRONAUT,EXPLORERS,EXPLORATION,OGC,231940,13.39791089,3325.509738,67995,163945,7731.333333,15.5364136
8611104,"Cesária Évora",51,CV,CPV,"Cape Verde",Africa,1941,Mindelo,Female,SINGER,MUSIC,ARTS,OGC,2190068,9.251755139,42904.45403,738043,1452025,42942.5098,23.08611721
8703405,"Miralem Pjanic",29,BA,BIH,"Bosnia and Herzegovina",Europe,1990,Kalesija,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2218607,6.885116152,20053.06294,913637,1304970,76503.68966,15.35543048
8718528,"Siphiwe Tshabalala",32,ZA,ZAF,"South Africa",Africa,1984,Soweto,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,951681,6.677396522,17001.72515,499699,451982,29740.03125,14.7059583
8732112,"Yuri Zhirkov",44,RU,RUS,Russia,Europe,1983,Tambov,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1974572,5.067188514,24704.56998,1234928,739644,44876.63636,15.7645122
8734374,"Diniyar Bilyaletdinov",33,RU,RUS,Russia,Europe,1985,Moscow,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,786988,4.104449711,7225.936644,558144,228844,23848.12121,14.06692255
8789221,"Heiko Westermann",31,DE,DEU,Germany,Europe,1983,Alzenau,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,749945,6.330642003,4531.87517,276189,473756,24191.77419,15.91919409
8810772,"Sotiris Ninis",26,AL,ALB,Albania,Europe,1990,"Himarë",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1015834,5.660507561,10308.65119,543962,471872,39070.53846,13.91738405
8839169,"Stefan Kießling",33,DE,DEU,Germany,Europe,1984,Lichtenfels,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1403580,7.263087142,13554.19073,562519,841061,42532.72727,16.05699913
8873375,"André Le Nôtre",31,FR,FRA,France,Europe,1613,Paris,Male,ARCHITECT,DESIGN,ARTS,OGC,1053096,4.867738401,39701.58755,185403,867693,33970.83871,22.01357036
8900317,"Hovhannes Baghramian",34,AZ,AZE,Azerbaijan,Asia,1897,"Russian Empire",Male,"MILITARY PERSONNEL",MILITARY,INSTITUTIONS,OGC,232773,19.20463629,1378.85019,30784,201989,6846.264706,22.97861892
8900348,"Nina Dobrev",45,BG,BGR,Bulgaria,Europe,1989,Sofia,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,21319753,6.516861503,227460.8768,11019050,10300703,473772.2889,17.81357569
8905864,"Yochanan Vollach",47,PS,PSE,Palestine,Asia,1945,"Qiryat Bialik",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,185205,23.80493773,887.5000225,30361,154844,3940.531915,22.79237513
8918937,"Ángel Di María",50,AR,ARG,Argentina,"South America",1988,Rosario,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,5036224,9.1127806,53928.38442,1836788,3199436,100724.48,17.25363147
8919720,"Taio Cruz",28,GB,GBR,"United Kingdom",Europe,1985,London,Male,SINGER,MUSIC,ARTS,OGC,7513740,3.865356931,90709.78712,4925386,2588354,268347.8571,15.99462596
8929079,"Jo-Wilfried Tsonga",38,FR,FRA,France,Europe,1985,"Le Mans",Male,"TENNIS PLAYER","INDIVIDUAL SPORTS",SPORTS,OGC,4791542,4.828670063,81014.6174,2356459,2435083,126093.2105,16.12463794
8955445,"O. J. Simpson",29,US,USA,"United States","North America",1947,"San Francisco",Male,"AMERICAN FOOTBALL PLAYER","TEAM SPORTS",SPORTS,OGC,14749449,3.878179398,100609.9424,10236634,4512815,508601.6897,23.20690562
8979822,"Cheryl Cole",37,GB,GBR,"United Kingdom",Europe,1983,"Newcastle upon Tyne",Female,MUSICIAN,MUSIC,ARTS,OGC,19931520,3.136247313,147735.4157,15149909,4781611,538689.7297,17.50136115
8982686,"Matilde Camus",47,ES,ESP,Spain,Europe,1919,Santander,Female,WRITER,LANGUAGE,HUMANITIES,OGC,94130,19.00879667,1816.571475,21193,72937,2002.765957,20.94075498
9000703,"Steven Hooker",26,AU,AUS,Australia,Oceania,1982,Kew,Male,ATHLETE,"INDIVIDUAL SPORTS",SPORTS,OGC,198459,11.05121564,4386.053112,66887,131572,7633.038462,13.88910272
9017212,"Edinson Cavani",44,UY,URY,Uruguay,"South America",1987,Salto,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,7668318,7.024718138,121093.3227,2756396,4911922,174279.9545,17.07693111
9069284,"Papiss Cissé",26,SN,SEN,Senegal,Africa,1985,Dakar,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2346887,3.897863822,58506.8947,1595159,751728,90264.88462,13.96736682
9069648,"Hugo Lloris",37,FR,FRA,France,Europe,1986,Nice,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,2713919,6.557882464,31662.36395,1130034,1583885,73349.16216,16.17591768
9103381,"Christine Lagarde",46,FR,FRA,France,Europe,1956,Paris,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,3811738,5.743734679,57625.4389,1581022,2230716,82863.86957,21.16909665
9110750,"Salvatore Quasimodo",60,IT,ITA,Italy,Europe,1901,Modica,Male,WRITER,LANGUAGE,HUMANITIES,OGC,1656767,5.815259984,13267.37604,131955,1524812,27612.78333,24.04653838
9148703,"Fernando Lugo",48,PY,PRY,Paraguay,"South America",1951,"San Solano",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1493699,7.459468223,28826.17318,482718,1010981,31118.72917,21.21241884
9190763,"Gabriel Obertan",27,FR,FRA,France,Europe,1989,Pantin,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1828922,5.1081789,30764.24527,1113635,715287,67737.85185,13.93663438
9195868,"Orlando Bloom",68,GB,GBR,"United Kingdom",Europe,1977,Canterbury,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,21289645,7.728077907,102753.8089,9933709,11355936,313083.0147,21.29441273
9196752,"James, son of Alphaeus",53,IL,ISR,Israel,Asia,-1,Galilee,Male,"RELIGIOUS FIGURE",RELIGION,INSTITUTIONS,OGC,678914,12.29736045,2514.265042,27405,651509,12809.69811,27.4028818
9210500,"Eva Braun",63,DE,DEU,Germany,Europe,1912,Munich,Female,COMPANION,COMPANIONS,"PUBLIC FIGURE",OGC,12507571,7.306920599,44105.65199,6683027,5824544,198532.873,26.40948903
9255765,"Pastor Maldonado",31,VE,VEN,Venezuela,"South America",1985,Maracay,Male,"RACECAR DRIVER","INDIVIDUAL SPORTS",SPORTS,OGC,1154767,7.962026355,25198.82749,443201,711566,37250.54839,14.93576194
9257001,"James Gandolfini",29,US,USA,"United States","North America",1961,Westwood,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,8252384,3.477483444,313498.7574,5861272,2391112,284564.9655,18.57346098
9262402,"David Luiz Moreira Marinho",38,BR,BRA,Brazil,"South America",1987,Diadema,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,5001708,8.401142955,77968.15366,2258790,2742918,131623.8947,16.53956053
9271515,"Bella Thorne",32,US,USA,"United States","North America",1997,"Pembroke Pines",Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,12150895,5.303058028,163761.0351,6173092,5977803,379715.4688,15.05338122
9287211,"Hilary Duff",58,US,USA,"United States","North America",1987,Houston,Female,ACTOR,"FILM AND THEATRE",ARTS,OGC,31611872,6.390370655,79214.23433,16471729,15140143,545032.2759,20.225067
9294112,"Magdalena Neuner",30,DE,DEU,Germany,Europe,1987,Garmisch-Partenkirchen,Female,ATHLETE,"INDIVIDUAL SPORTS",SPORTS,OGC,2042341,3.765089181,40595.66623,270045,1772296,68078.03333,14.82078548
9296649,"Javier Martínez Aguinaga",37,ES,ESP,Spain,Europe,1988,"Estella - Lizarra",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,3026308,6.89091606,57893.86435,1349980,1676328,81792.10811,15.446416
9300225,"Makoto Hasebe",29,JP,JPN,Japan,Asia,1984,Fujieda,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,3101589,2.506540351,39464.40571,384900,2716689,106951.3448,15.76057592
9304692,"Ben Barnes",26,GB,GBR,"United Kingdom",Europe,1981,London,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,2632967,8.444856967,25522.61675,329180,2303787,101267.9615,17.47278309
9362881,"Mohammed Waheed Hassan",26,MV,MDV,Maldives,Asia,1953,"Malé",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,279493,5.167634612,10127.4515,178644,100849,10749.73077,16.98782652
9365809,"Patriarch Kirill I of Moscow",39,RU,RUS,Russia,Europe,1946,"Saint Petersburg",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,508104,8.201832384,8259.514149,230248,277856,13028.30769,20.74990494
9424472,"Calvin Harris",32,GB,GBR,"United Kingdom",Europe,1984,Dumfries,Male,SINGER,MUSIC,ARTS,OGC,9143178,3.777498903,104010.7104,6358399,2784779,285724.3125,16.40592805
9429758,"Serdar Tasci",31,DE,DEU,Germany,Europe,1987,"Esslingen am Neckar",Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,1011567,7.215482951,11347.26671,371982,639585,32631.19355,15.05690959
9430058,"Sami Khedira",52,TN,TUN,Tunisia,Africa,1987,Stuttgart,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,5951455,9.087724014,109396.966,2042331,3909124,114451.0577,17.12123938
9449341,"Manuel Neuer",49,DE,DEU,Germany,Europe,1986,Gelsenkirchen,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,5868702,9.134951235,92056.99162,1887867,3980835,119769.4286,17.4138317
9510897,"LaShawn Merritt",28,US,USA,"United States","North America",1986,Portsmouth,Male,ATHLETE,"INDIVIDUAL SPORTS",SPORTS,OGC,583041,5.571479329,9875.366279,348393,234648,20822.89286,13.45184151
9527107,"Hassanal Bolkiah",44,BN,BRN,Brunei,Asia,1946,"Bandar Seri Begawan",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,4352959,5.091227478,17014.90157,2840282,1512677,98930.88636,23.51342872
9537340,"Kamui Kobayashi",33,JP,JPN,Japan,Asia,1986,Amagasaki,Male,"RACECAR DRIVER","INDIVIDUAL SPORTS",SPORTS,OGC,2358124,4.435087445,29544.78291,484660,1873464,71458.30303,15.76698955
9557299,"Kellan Lutz",30,US,USA,"United States","North America",1985,Dickinson,Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,10201480,4.462747472,66249.04144,6273394,3928086,340049.3333,17.24450326
9615288,"Dev Patel",31,GB,GBR,"United Kingdom",Europe,1990,"Harrow, London",Male,ACTOR,"FILM AND THEATRE",ARTS,OGC,9004565,3.319184616,100371.4576,6535101,2469464,290469.8387,15.12065626
9629632,"Viktor Zubkov",40,RU,RUS,Russia,Europe,1941,"Sverdlovsk Oblast",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,595260,7.72932375,2507.535527,333921,261339,14881.5,22.48546878
9633432,Peisistratos,32,UNK,UNK,Unknown,Unknown,-600,"",Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,OGC,1099719,13.32469856,5450.273278,203105,896614,34366.21875,26.46795978
9637353,"Marin Čilić",30,BA,BIH,"Bosnia and Herzegovina",Europe,1988,Mostar,Male,"TENNIS PLAYER","INDIVIDUAL SPORTS",SPORTS,OGC,897741,5.828884819,11745.39163,500728,397013,29924.7,14.00885858
9647127,"Joseph Heller",34,US,USA,"United States","North America",1923,Brooklyn,Male,WRITER,LANGUAGE,HUMANITIES,OGC,1439295,4.674478596,3494.665959,976781,462514,42332.20588,23.10284158
9711676,"Sander Boschker",26,NL,NLD,Netherlands,Europe,1970,Lichtenvoorde,Male,"SOCCER PLAYER","TEAM SPORTS",SPORTS,OGC,354062,7.025268196,3417.442371,132065,221997,13617.76923,16.73793209
